City,State,Year,cy,annual_pop,hom,lh,hom_rate,clr_r,clr_lag,clr,clr_lp,unemp,bl,so,south
Tampa,Florida,2009,Tampa 2009,332173,20,27,6.020958958,0.8,0.85,16,23,10.9,,,0
Tampa,Florida,2010,Tampa 2010,337062,27,20,8.010395714,0.703703704,0.80,19,16,10.9,26.2,,0
Tampa,Florida,2011,Tampa 2011,346778,28,27,8.074329975,0.714285714,0.70,20,19,9.8,,,0
Tampa,Florida,2012,Tampa 2012,348655,23,28,6.596779051,0.782608696,0.71,18,20,8.2,,,0
Tampa,Florida,2013,Tampa 2013,352426,28,23,7.944930283,0.535714286,0.78,15,18,6.9,,954,0
Tampa,Florida,2014,Tampa 2014,358754,28,28,7.804791027,0.428571429,0.54,12,15,5.9,,,0
Tampa,Florida,2015,Tampa 2015,367413,34,28,9.253891397,0.411764706,0.43,14,12,5.4,,,0
Tampa,Florida,2016,Tampa 2016,376170,29,34,7.709280379,0.482758621,0.41,14,14,4.7,,,0
Urban Honolulu,Hawaii,1990,Urban Honolulu 1990,365272,34,,9.308132022,0.911764706,0.48,31,,2.1,,1862,0
Urban Honolulu,Hawaii,1991,Urban Honolulu 1991,,29,34,8.233794331,0.896551724,0.91,26,31,2.1,,,0
Urban Honolulu,Hawaii,1992,Urban Honolulu 1992,,31,29,8.801642216,0.677419355,0.90,21,26,2.8,,,0
Urban Honolulu,Hawaii,1993,Urban Honolulu 1993,,31,31,8.801642216,0.64516129,0.68,20,21,3.2,,1990,0
Urban Honolulu,Hawaii,1994,Urban Honolulu 1994,,35,31,9.937337986,0.6,0.65,21,20,4.2,,,0
Urban Honolulu,Hawaii,1995,Urban Honolulu 1995,,38,35,10.78910981,0.710526316,0.60,27,21,4.6,,,0
Urban Honolulu,Hawaii,1996,Urban Honolulu 1996,,27,38,7.665946446,0.888888889,0.71,24,27,5.2,,,0
Urban Honolulu,Hawaii,1997,Urban Honolulu 1997,,34,27,9.653414043,0.676470588,0.89,23,24,5.1,,1927,0
Urban Honolulu,Hawaii,1998,Urban Honolulu 1998,,17,34,4.826707022,1.058823529,0.68,18,23,5.2,,,0
Urban Honolulu,Hawaii,1999,Urban Honolulu 1999,,37,17,10.50518587,0.72972973,1.06,27,18,4.7,,2131,0
Urban Honolulu,Hawaii,2000,Urban Honolulu 2000,352207,20,37,5.678478849,1.1,0.73,22,27,4.1,1.6,1792,0
Urban Honolulu,Hawaii,2001,Urban Honolulu 2001,352207,20,20,5.678478849,1,1.10,20,22,4.3,,,0
Urban Honolulu,Hawaii,2002,Urban Honolulu 2002,352207,18,20,5.110630964,0.222222222,1.00,4,20,4.1,,,0
Urban Honolulu,Hawaii,2003,Urban Honolulu 2003,352207,15,18,4.258859137,,0.22,,4,4,,1916,0
Urban Honolulu,Hawaii,2004,Urban Honolulu 2004,352207,26,15,7.382022504,,0.00,,,3.3,,,0
Urban Honolulu,Hawaii,2005,Urban Honolulu 2005,352207,15,26,4.258859137,,0.00,,,2.8,,,0
Urban Honolulu,Hawaii,2006,Urban Honolulu 2006,352207,17,15,4.826707022,,0.00,,,2.5,,,0
Urban Honolulu,Hawaii,2007,Urban Honolulu 2007,352207,19,17,5.394554907,,0.00,,,2.6,,1911,0
Urban Honolulu,Hawaii,2008,Urban Honolulu 2008,352207,18,19,5.110630964,,0.00,,,3.8,,,0
Urban Honolulu,Hawaii,2009,Urban Honolulu 2009,352207,14,18,3.974935194,,0.00,,,6,,,0
Urban Honolulu,Hawaii,2010,Urban Honolulu 2010,339143,19,14,5.602356528,,0.00,,,6,2,,0
Urban Honolulu,Hawaii,2011,Urban Honolulu 2011,343040,14,19,4.081156716,0.357142857,0.00,5,,5.9,,,0
Urban Honolulu,Hawaii,2012,Urban Honolulu 2012,346868,11,14,3.171235167,0.818181818,0.36,9,5,5.4,,,0
Urban Honolulu,Hawaii,2013,Urban Honolulu 2013,349275,10,11,2.863073509,0.5,0.82,5,9,4.4,,,0
Urban Honolulu,Hawaii,2014,Urban Honolulu 2014,349627,7,10,2.002133702,0.285714286,0.50,2,5,4.1,,,0
Urban Honolulu,Hawaii,2015,Urban Honolulu 2015,351684,15,7,4.265192616,0.666666667,0.29,10,2,3.3,,,0
Urban Honolulu,Hawaii,2016,Urban Honolulu 2016,351883,16,15,4.546965895,1,0.67,16,10,2.8,,,0
Anaheim,California,1990,Anaheim 1990,266406,20,,7.507338423,0.7,1.00,14,,4.1,,,0
Anaheim,California,1991,Anaheim 1991,,25,20,9.172393298,0.32,0.70,8,14,6.1,,,0
Anaheim,California,1992,Anaheim 1992,,35,25,12.55794595,0.257142857,0.32,9,8,7.7,,,0
Anaheim,California,1993,Anaheim 1993,,33,35,11.58467874,0.727272727,0.26,24,9,7.8,,353,0
Anaheim,California,1994,Anaheim 1994,,24,33,8.247139274,0.5,0.73,12,24,6.6,,,0
Anaheim,California,1995,Anaheim 1995,,25,24,8.412947863,0.72,0.50,18,12,5.9,,,0
Anaheim,California,1996,Anaheim 1996,,14,25,4.615709237,0.571428571,0.72,8,18,4.8,,,0
Anaheim,California,1997,Anaheim 1997,,15,14,4.847106116,0.266666667,0.57,4,8,3.8,,389,0
Anaheim,California,1998,Anaheim 1998,,18,15,5.703169061,0.888888889,0.27,16,4,3.4,,,0
Anaheim,California,1999,Anaheim 1999,,16,18,4.972573151,0.5625,0.89,9,16,3.1,,400,0
Anaheim,California,2000,Anaheim 2000,327920,11,16,3.354476702,0.727272727,0.56,8,9,4.6,2.7,397,0
Anaheim,California,2001,Anaheim 2001,328611,8,11,2.434489411,0.75,0.73,6,8,5.1,,,0
Anaheim,California,2002,Anaheim 2002,331120,17,8,5.13409036,0.529411765,0.75,9,6,6.4,,,0
Anaheim,California,2003,Anaheim 2003,332672,9,17,2.705367449,0.555555556,0.53,5,9,6.1,,378,0
Anaheim,California,2004,Anaheim 2004,334029,10,9,2.993752039,0.8,0.56,8,5,5.5,,,0
Anaheim,California,2005,Anaheim 2005,334392,10,10,2.990502165,0.7,0.80,7,8,4.9,,,0
Anaheim,California,2006,Anaheim 2006,333165,10,10,3.001515765,0.4,0.70,4,7,4.4,,,0
Anaheim,California,2007,Anaheim 2007,331261,17,10,5.131905054,0.705882353,0.40,12,4,5.1,,390,0
Anaheim,California,2008,Anaheim 2008,330178,11,17,3.331536323,1,0.71,11,12,6.9,,,0
Anaheim,California,2009,Anaheim 2009,332102,9,11,2.71001078,1.555555556,1.00,14,11,11.1,,,0
Anaheim,California,2010,Anaheim 2010,337106,7,9,2.076498193,1,1.56,7,14,12.2,2.8,,0
Anaheim,California,2011,Anaheim 2011,340202,15,7,4.409145155,0.533333333,1.00,8,7,11.3,,,0
Anaheim,California,2012,Anaheim 2012,342526,15,15,4.379229606,1,0.53,15,8,9.9,,,0
Anaheim,California,2013,Anaheim 2013,344369,11,15,3.19424803,0.727272727,1.00,8,15,8.3,,330,0
Anaheim,California,2014,Anaheim 2014,345223,14,11,4.05534973,0.928571429,0.73,13,8,6.9,,,0
Anaheim,California,2015,Anaheim 2015,348967,18,14,5.15808085,0.777777778,0.93,14,13,5.7,,,0
Anaheim,California,2016,Anaheim 2016,350848,7,18,1.995165998,0.857142857,0.78,6,14,4.3,,,0
Aurora,Colorado,1990,Aurora 1990,222103,8,,3.601932437,0.875,0.86,7,,4.3,,391,0
Aurora,Colorado,1991,Aurora 1991,,11,8,4.835993863,0.818181818,0.88,9,7,4.4,,,0
Aurora,Colorado,1992,Aurora 1992,,16,11,6.872291351,0.75,0.82,12,9,5.1,,,0
Aurora,Colorado,1993,Aurora 1993,,19,16,7.977260609,0.684210526,0.75,13,12,4.6,,401,0
Aurora,Colorado,1994,Aurora 1994,,15,19,6.159278954,0.666666667,0.68,10,13,3.8,,,0
Aurora,Colorado,1995,Aurora 1995,,18,15,7.2320234,0.333333333,0.67,6,10,3.5,,,0
Aurora,Colorado,1996,Aurora 1996,,11,18,4.326433328,,0.33,,6,3.6,,,0
Aurora,Colorado,1997,Aurora 1997,,17,11,6.548309188,,0.00,,,2.8,,508,0
Aurora,Colorado,1998,Aurora 1998,,28,17,10.56735367,,0.00,,,2.9,,,0
Aurora,Colorado,1999,Aurora 1999,,11,28,4.069175992,0.909090909,0.00,10,,2.5,,512,0
Aurora,Colorado,2000,Aurora 2000,275687,22,11,7.980064348,0.5,0.91,11,10,3,13.4,507,0
Aurora,Colorado,2001,Aurora 2001,277253,17,22,6.131583788,0.705882353,0.50,12,11,4.5,,,0
Aurora,Colorado,2002,Aurora 2002,283378,16,17,5.646168722,0.125,0.71,2,12,6.9,,,0
Aurora,Colorado,2003,Aurora 2003,287626,18,16,6.258126873,0.5,0.13,9,2,7.5,,556,0
Aurora,Colorado,2004,Aurora 2004,290537,13,18,4.474473131,0.307692308,0.50,4,9,6.8,,,0
Aurora,Colorado,2005,Aurora 2005,293756,28,13,9.531720203,0.285714286,0.31,8,4,6.2,,,0
Aurora,Colorado,2006,Aurora 2006,297411,18,28,6.052230751,0.333333333,0.29,6,8,5.3,,,0
Aurora,Colorado,2007,Aurora 2007,302021,14,18,4.635439258,0.285714286,0.33,4,6,4.6,,628,0
Aurora,Colorado,2008,Aurora 2008,307926,18,14,5.845560297,1.388888889,0.29,25,4,6,,,0
Aurora,Colorado,2009,Aurora 2009,313899,19,18,6.052902367,1,1.39,19,25,9,,,0
Aurora,Colorado,2010,Aurora 2010,326073,24,19,7.360315021,0.666666667,1.00,16,19,10.6,15.7,,0
Aurora,Colorado,2011,Aurora 2011,332627,12,24,3.607644599,0.666666667,0.67,8,16,9.3,,,0
Aurora,Colorado,2012,Aurora 2012,339080,29,12,8.55255397,0.655172414,0.67,19,8,8.7,,,0
Aurora,Colorado,2013,Aurora 2013,345276,20,29,5.792467475,0.7,0.66,14,19,7.5,,680,0
Aurora,Colorado,2014,Aurora 2014,352391,9,20,2.553981231,0.555555556,0.70,5,14,5.6,,,0
Aurora,Colorado,2015,Aurora 2015,359679,25,9,6.9506421,0.32,0.56,8,5,4.2,,,0
Aurora,Colorado,2016,Aurora 2016,362941,22,25,6.061591278,0.545454545,0.32,12,8,3.4,,,0
Santa Ana,California,1990,Santa Ana 1990,293742,43,,14.63869654,0.348837209,0.55,15,,6.3,,396,0
Santa Ana,California,1991,Santa Ana 1991,,59,43,19.78942708,0.338983051,0.35,20,15,9.3,,,0
Santa Ana,California,1992,Santa Ana 1992,,58,59,19.17127218,0.310344828,0.34,18,20,11.6,,,0
Santa Ana,California,1993,Santa Ana 1993,,78,58,25.41271222,0.282051282,0.31,22,18,11.8,,411,0
Santa Ana,California,1994,Santa Ana 1994,,74,78,23.7689911,0.459459459,0.28,34,22,10.1,,,0
Santa Ana,California,1995,Santa Ana 1995,,72,74,22.80451149,0.263888889,0.46,19,34,8.9,,,0
Santa Ana,California,1996,Santa Ana 1996,,46,72,14.36943185,0.456521739,0.26,21,19,7.4,,,0
Santa Ana,California,1997,Santa Ana 1997,,27,46,8.319954641,0.518518519,0.46,14,21,5.9,,405,0
Santa Ana,California,1998,Santa Ana 1998,,21,27,6.384570014,0.904761905,0.52,19,14,5.2,,,0
Santa Ana,California,1999,Santa Ana 1999,,15,21,4.500247514,1.666666667,0.90,25,19,4.8,,404,0
Santa Ana,California,2000,Santa Ana 2000,337707,17,15,5.033949548,1.117647059,1.67,19,25,5.7,1.7,404,0
Santa Ana,California,2001,Santa Ana 2001,337866,24,17,7.10340786,0.541666667,1.12,13,19,6.4,,,0
Santa Ana,California,2002,Santa Ana 2002,338247,23,24,6.799764669,0.434782609,0.54,10,13,8,,,0
Santa Ana,California,2003,Santa Ana 2003,337656,17,23,5.034709882,0.705882353,0.43,12,10,7.7,,357,0
Santa Ana,California,2004,Santa Ana 2004,336863,25,17,7.42141464,0.6,0.71,15,12,6.9,,,0
Santa Ana,California,2005,Santa Ana 2005,335041,17,25,5.074005868,0.647058824,0.60,11,15,6.1,,,0
Santa Ana,California,2006,Santa Ana 2006,331665,26,17,7.839235373,0.846153846,0.65,22,11,5.5,,,0
Santa Ana,California,2007,Santa Ana 2007,327640,23,26,7.01989989,0.956521739,0.85,22,22,6.3,,365,0
Santa Ana,California,2008,Santa Ana 2008,324460,30,23,9.246132035,0.533333333,0.96,16,22,8.6,,,0
Santa Ana,California,2009,Santa Ana 2009,324216,25,30,7.710908777,1.24,0.53,31,16,13.7,,,0
Santa Ana,California,2010,Santa Ana 2010,325340,28,25,8.606381017,1.25,1.24,35,31,11.1,1.5,,0
Santa Ana,California,2011,Santa Ana 2011,328255,13,28,3.960335715,1,1.25,13,35,10.3,,,0
Santa Ana,California,2012,Santa Ana 2012,330650,11,13,3.326780584,1.181818182,1.00,13,13,9,,,0
Santa Ana,California,2013,Santa Ana 2013,333887,13,11,3.893532842,0.923076923,1.18,12,13,7.6,,325,0
Santa Ana,California,2014,Santa Ana 2014,333669,18,13,5.39456767,0.333333333,0.92,6,12,6.3,,,0
Santa Ana,California,2015,Santa Ana 2015,333736,12,18,3.595656447,0.916666667,0.33,11,6,5.1,,,0
Santa Ana,California,2016,Santa Ana 2016,334175,23,12,6.882621381,0.434782609,0.92,10,11,4.1,,,0
St. Louis,Missouri,1990,St. Louis 1990,396685,,,0,#DIV/0!,0.43,,,8.4,,1550,0
St. Louis,Missouri,1991,St. Louis 1991,,,,0,#DIV/0!,#DIV/0!,,,9.3,,,0
St. Louis,Missouri,1992,St. Louis 1992,,,,0,#DIV/0!,#DIV/0!,,,9,,,0
St. Louis,Missouri,1993,St. Louis 1993,,,,0,#DIV/0!,#DIV/0!,,,8.7,,1550,0
St. Louis,Missouri,1994,St. Louis 1994,,,,0,#DIV/0!,#DIV/0!,,,7.7,,,0
St. Louis,Missouri,1995,St. Louis 1995,,,,0,#DIV/0!,#DIV/0!,,,7.6,,,0
St. Louis,Missouri,1996,St. Louis 1996,,,,0,#DIV/0!,#DIV/0!,,,8,,,0
St. Louis,Missouri,1997,St. Louis 1997,,,,0,#DIV/0!,#DIV/0!,,,7.6,,1706,0
St. Louis,Missouri,1998,St. Louis 1998,,,,0,#DIV/0!,#DIV/0!,,,7.9,,,0
St. Louis,Missouri,1999,St. Louis 1999,,,,0,#DIV/0!,#DIV/0!,,,6.5,,1604,0
St. Louis,Missouri,2000,St. Louis 2000,348192,124,,35.61253561,0.661290323,#DIV/0!,82,,5.7,51.2,1489,0
St. Louis,Missouri,2001,St. Louis 2001,347144,148,124,42.6336045,0.5,0.66,74,82,6.9,,,0
St. Louis,Missouri,2002,St. Louis 2002,343243,111,148,32.33860559,0.711711712,0.50,79,74,8.1,,,0
St. Louis,Missouri,2003,St. Louis 2003,338457,74,111,21.86392954,0.810810811,0.71,60,79,8.6,,1507,0
St. Louis,Missouri,2004,St. Louis 2004,334893,113,74,33.74212062,0.389380531,0.81,44,60,9,,,0
St. Louis,Missouri,2005,St. Louis 2005,330988,131,113,39.57847414,0.572519084,0.39,75,44,8.1,,,0
St. Louis,Missouri,2006,St. Louis 2006,324945,129,131,39.69902599,0.534883721,0.57,69,75,6.9,,,0
St. Louis,Missouri,2007,St. Louis 2007,320131,138,129,43.10735293,0.507246377,0.53,70,69,7.1,,1348,0
St. Louis,Missouri,2008,St. Louis 2008,317959,167,138,52.52249504,0.461077844,0.51,77,70,7.8,,,0
St. Louis,Missouri,2009,St. Louis 2009,317955,143,167,44.97491783,0.692307692,0.46,99,77,11.7,,,0
St. Louis,Missouri,2010,St. Louis 2010,319318,144,143,45.09611109,0.645833333,0.69,93,99,11.5,49.2,,0
St. Louis,Missouri,2011,St. Louis 2011,319294,113,144,35.39058047,0.663716814,0.65,75,93,10.3,,,0
St. Louis,Missouri,2012,St. Louis 2012,319387,113,113,35.38027534,0.575221239,0.66,65,75,8.5,,,0
St. Louis,Missouri,2013,St. Louis 2013,318459,120,113,37.68145978,0.475,0.58,57,65,8.4,,1334,0
St. Louis,Missouri,2014,St. Louis 2014,317395,159,120,50.09530711,0.446540881,0.48,71,57,7.6,,,0
St. Louis,Missouri,2015,St. Louis 2015,315878,188,159,59.51664883,0.484042553,0.45,91,71,6.1,,,0
St. Louis,Missouri,2016,St. Louis 2016,312389,188,188,60.18137642,0.505319149,0.48,95,91,5.5,,,0
Riverside,California,1990,Riverside 1990,226505,56,,24.72351604,0.589285714,0.51,33,,7.1,,300,0
Riverside,California,1991,Riverside 1991,,61,56,26.57627828,0.62295082,0.59,38,33,10,,,0
Riverside,California,1992,Riverside 1992,,43,61,18.49056766,0.627906977,0.62,27,38,11.7,,,0
Riverside,California,1993,Riverside 1993,,57,43,24.1962186,0.614035088,0.63,35,27,12,,334,0
Riverside,California,1994,Riverside 1994,,50,57,20.95583767,0.9,0.61,45,35,10.5,,,0
Riverside,California,1995,Riverside 1995,,44,50,18.21041305,0.818181818,0.90,36,45,9.4,,,0
Riverside,California,1996,Riverside 1996,,42,44,17.16787319,0.476190476,0.82,20,36,8.2,,,0
Riverside,California,1997,Riverside 1997,,35,42,14.13193575,0.428571429,0.48,15,20,7.5,,341,0
Riverside,California,1998,Riverside 1998,,37,35,14.7593233,0.513513514,0.43,19,15,6.6,,,0
Riverside,California,1999,Riverside 1999,,13,37,5.123920035,,0.51,,19,5.4,,337,0
Riverside,California,2000,Riverside 2000,256730,25,13,9.737856892,0.36,0.00,9,,5.4,7.4,301,0
Riverside,California,2001,Riverside 2001,257506,22,25,8.543490249,0.545454545,0.36,12,9,5.5,,,0
Riverside,California,2002,Riverside 2002,261180,37,22,14.16647523,0.297297297,0.55,11,12,6.5,,,0
Riverside,California,2003,Riverside 2003,266869,29,37,10.86675485,0.551724138,0.30,16,11,6.5,,352,0
Riverside,California,2004,Riverside 2004,274723,32,29,11.64809645,0.65625,0.55,21,16,6,,,0
Riverside,California,2005,Riverside 2005,282520,39,32,13.80433244,0.384615385,0.66,15,21,5.4,,,0
Riverside,California,2006,Riverside 2006,288668,34,39,11.77823659,0.441176471,0.38,15,15,5.1,,,0
Riverside,California,2007,Riverside 2007,295602,32,34,10.82536654,0.46875,0.44,15,15,6.1,,402,0
Riverside,California,2008,Riverside 2008,300083,24,32,7.997787279,0.541666667,0.47,13,15,8.7,,,0
Riverside,California,2009,Riverside 2009,300235,23,24,7.660665812,0.52173913,0.54,12,13,13.2,,,0
Riverside,California,2010,Riverside 2010,305568,21,23,6.872447377,0.619047619,0.52,13,12,13.3,7,,0
Riverside,California,2011,Riverside 2011,309556,13,21,4.199563245,0.538461538,0.62,7,13,12.6,,,0
Riverside,California,2012,Riverside 2012,312432,18,13,5.761253649,0.666666667,0.54,12,7,11.1,,,0
Riverside,California,2013,Riverside 2013,315667,20,18,6.335790564,0.65,0.67,13,12,9.5,,366,0
Riverside,California,2014,Riverside 2014,317887,17,20,5.347812273,0.705882353,0.65,12,13,7.8,,,0
Riverside,California,2015,Riverside 2015,320673,12,17,3.742129833,0.5,0.71,6,12,6.4,,,0
Riverside,California,2016,Riverside 2016,323877,28,12,8.645257304,0.571428571,0.50,16,6,5.5,,,0
Corpus Christi,Texas,1990,Corpus Christi 1990,257453,29,,11.26419191,0.896551724,0.57,26,,6.7,,367,0
Corpus Christi,Texas,1991,Corpus Christi 1991,,32,29,12.3331175,0.96875,0.90,31,26,8.2,,,0
Corpus Christi,Texas,1992,Corpus Christi 1992,,30,32,11.47337222,0.9,0.97,27,31,9.6,,,0
Corpus Christi,Texas,1993,Corpus Christi 1993,,34,30,12.9039114,0.705882353,0.90,24,27,8.8,,379,0
Corpus Christi,Texas,1994,Corpus Christi 1994,,13,34,4.896477173,1.076923077,0.71,14,24,9,,,0
Corpus Christi,Texas,1995,Corpus Christi 1995,,31,13,11.58843848,0.870967742,1.08,27,14,9,,,0
Corpus Christi,Texas,1996,Corpus Christi 1996,,18,31,6.678564405,0.944444444,0.87,17,27,8.4,,,0
Corpus Christi,Texas,1997,Corpus Christi 1997,,18,18,6.629101757,0.722222222,0.94,13,17,7.6,,395,0
Corpus Christi,Texas,1998,Corpus Christi 1998,,17,18,6.21479047,0.764705882,0.72,13,13,6.8,,,0
Corpus Christi,Texas,1999,Corpus Christi 1999,,15,17,5.443618627,0.933333333,0.76,14,13,6.6,,410,0
Corpus Christi,Texas,2000,Corpus Christi 2000,277560,17,15,6.124801845,0.882352941,0.93,15,14,5,4.7,407,0
Corpus Christi,Texas,2001,Corpus Christi 2001,277804,19,17,6.839354365,0.947368421,0.88,18,15,5.1,,,0
Corpus Christi,Texas,2002,Corpus Christi 2002,278200,19,19,6.829618979,0.894736842,0.95,17,18,5.9,,,0
Corpus Christi,Texas,2003,Corpus Christi 2003,280886,21,19,7.476342716,1,0.89,21,17,6.3,,444,0
Corpus Christi,Texas,2004,Corpus Christi 2004,282500,25,21,8.849557522,0.76,1.00,19,21,5.8,,,0
Corpus Christi,Texas,2005,Corpus Christi 2005,286677,8,25,2.790597083,1.125,0.76,9,19,5.2,,,0
Corpus Christi,Texas,2006,Corpus Christi 2006,290296,21,8,7.233995646,0.571428571,1.13,12,9,4.7,,,0
Corpus Christi,Texas,2007,Corpus Christi 2007,293888,17,21,5.784516551,1.117647059,0.57,19,12,4.1,,446,0
Corpus Christi,Texas,2008,Corpus Christi 2008,295497,19,17,6.429845311,0.842105263,1.12,16,19,4.3,,,0
Corpus Christi,Texas,2009,Corpus Christi 2009,298567,12,19,4.019198371,0.75,0.84,9,16,6.4,,,0
Corpus Christi,Texas,2010,Corpus Christi 2010,305281,16,12,5.241072979,0.625,0.75,10,9,7.8,4.3,,0
Corpus Christi,Texas,2011,Corpus Christi 2011,308096,12,16,3.894889904,0.666666667,0.63,8,10,7.7,,,0
Corpus Christi,Texas,2012,Corpus Christi 2012,312415,16,12,5.121393019,0.625,0.67,10,8,6.3,,,0
Corpus Christi,Texas,2013,Corpus Christi 2013,317101,18,16,5.676424861,1.055555556,0.63,19,10,5.9,,410,0
Corpus Christi,Texas,2014,Corpus Christi 2014,320863,27,18,8.414806319,0.925925926,1.06,25,19,5,,,0
Corpus Christi,Texas,2015,Corpus Christi 2015,324795,17,27,5.234070722,0.764705882,0.93,13,25,4.7,,,0
Corpus Christi,Texas,2016,Corpus Christi 2016,325947,24,17,7.363160268,0.791666667,0.76,19,13,5.5,,,0
Pittsburgh,Pennsylvania,1990,Pittsburgh 1990,369879,35,,9.46255397,0.942857143,0.79,33,,4.9,,1153,0
Pittsburgh,Pennsylvania,1991,Pittsburgh 1991,,36,35,9.827365938,0.944444444,0.94,34,33,5.6,,,0
Pittsburgh,Pennsylvania,1992,Pittsburgh 1992,,44,36,12.12893053,0.795454545,0.94,35,34,6.7,,,0
Pittsburgh,Pennsylvania,1993,Pittsburgh 1993,,80,44,22.2708469,0.7,0.80,56,35,6.8,,1245,0
Pittsburgh,Pennsylvania,1994,Pittsburgh 1994,,64,80,17.99476465,0.78125,0.70,50,56,6.6,,,0
Pittsburgh,Pennsylvania,1995,Pittsburgh 1995,,58,64,16.47240588,0.827586207,0.78,48,50,6.1,,,0
Pittsburgh,Pennsylvania,1996,Pittsburgh 1996,,47,58,13.48447421,0.659574468,0.83,31,48,5.5,,,0
Pittsburgh,Pennsylvania,1997,Pittsburgh 1997,,50,47,14.49300568,0.7,0.66,35,31,5,,1147,0
Pittsburgh,Pennsylvania,1998,Pittsburgh 1998,,36,50,10.54361101,0.777777778,0.70,28,35,4.3,,,0
Pittsburgh,Pennsylvania,1999,Pittsburgh 1999,,49,36,14.50201844,0.693877551,0.78,34,28,4.3,,1100,0
Pittsburgh,Pennsylvania,2000,Pittsburgh 2000,334325,37,49,11.06707545,0.972972973,0.69,36,34,4.5,27.1,1036,0
Pittsburgh,Pennsylvania,2001,Pittsburgh 2001,333364,55,37,16.49848214,0.745454545,0.97,41,36,4.7,,,0
Pittsburgh,Pennsylvania,2002,Pittsburgh 2002,330041,47,55,14.24065495,0.85106383,0.75,40,41,5.7,,,0
Pittsburgh,Pennsylvania,2003,Pittsburgh 2003,326778,67,47,20.50321625,0.791044776,0.85,53,40,5.8,,1030,0
Pittsburgh,Pennsylvania,2004,Pittsburgh 2004,323589,46,67,14.21556357,0.913043478,0.79,42,53,5.8,,,0
Pittsburgh,Pennsylvania,2005,Pittsburgh 2005,318960,63,46,19.751693,0.698412698,0.91,44,42,5.3,,,0
Pittsburgh,Pennsylvania,2006,Pittsburgh 2006,314412,56,63,17.81102502,0.642857143,0.70,36,44,4.8,,,0
Pittsburgh,Pennsylvania,2007,Pittsburgh 2007,311016,52,56,16.71939707,0.730769231,0.64,38,36,4.5,,854,0
Pittsburgh,Pennsylvania,2008,Pittsburgh 2008,308999,72,52,23.30104628,0.472222222,0.73,34,38,5.2,,,0
Pittsburgh,Pennsylvania,2009,Pittsburgh 2009,307673,39,72,12.67579541,0.717948718,0.47,28,34,7.1,,,0
Pittsburgh,Pennsylvania,2010,Pittsburgh 2010,305410,55,39,18.00857863,0.563636364,0.72,31,28,8,26.1,,0
Pittsburgh,Pennsylvania,2011,Pittsburgh 2011,306107,44,55,14.37405874,0.5,0.56,22,31,7.5,,,0
Pittsburgh,Pennsylvania,2012,Pittsburgh 2012,306470,41,44,13.37814468,0.585365854,0.50,24,22,7.4,,,0
Pittsburgh,Pennsylvania,2013,Pittsburgh 2013,307022,45,41,14.65693012,0.555555556,0.59,25,24,6.8,,888,0
Pittsburgh,Pennsylvania,2014,Pittsburgh 2014,306092,69,45,22.5422422,0.463768116,0.56,32,25,5.6,,,0
Pittsburgh,Pennsylvania,2015,Pittsburgh 2015,304211,57,69,18.73699505,0.649122807,0.46,37,32,5.2,,,0
Pittsburgh,Pennsylvania,2016,Pittsburgh 2016,304814,57,57,18.69992848,0.596491228,0.65,34,37,5.3,,,0
Lexington-Fayette,Kentucky,1990,Lexington-Fayette 1990,226272,20,,8.83891953,,0.60,,,,,379,1
Lexington-Fayette,Kentucky,1991,Lexington-Fayette 1991,,13,20,5.659605221,1,0.00,13,,,,,1
Lexington-Fayette,Kentucky,1992,Lexington-Fayette 1992,,18,13,7.721212745,,1.00,,13,,,,1
Lexington-Fayette,Kentucky,1993,Lexington-Fayette 1993,,8,18,3.381948848,,0.00,,,,,388,1
Lexington-Fayette,Kentucky,1994,Lexington-Fayette 1994,,23,8,9.584291763,0.52173913,0.00,12,,,,,1
Lexington-Fayette,Kentucky,1995,Lexington-Fayette 1995,,14,23,5.751801546,0.714285714,0.52,10,12,,,,1
Lexington-Fayette,Kentucky,1996,Lexington-Fayette 1996,,14,14,5.671965903,0.857142857,0.71,12,10,,,,1
Lexington-Fayette,Kentucky,1997,Lexington-Fayette 1997,,24,14,9.5902563,0.708333333,0.86,17,12,,,425,1
Lexington-Fayette,Kentucky,1998,Lexington-Fayette 1998,,22,24,8.672343109,0.954545455,0.71,21,17,,,,1
Lexington-Fayette,Kentucky,1999,Lexington-Fayette 1999,,24,22,9.334671303,0.541666667,0.95,13,21,,,463,1
Lexington-Fayette,Kentucky,2000,Lexington-Fayette 2000,260527,11,24,4.222211134,0.727272727,0.54,8,13,,13.5,493,1
Lexington-Fayette,Kentucky,2001,Lexington-Fayette 2001,261408,24,11,9.181050312,0.541666667,0.73,13,8,,,,1
Lexington-Fayette,Kentucky,2002,Lexington-Fayette 2002,263990,15,24,5.68203341,1.066666667,0.54,16,13,,,,1
Lexington-Fayette,Kentucky,2003,Lexington-Fayette 2003,265822,18,15,6.771448563,0.722222222,1.07,13,16,,,497,1
Lexington-Fayette,Kentucky,2004,Lexington-Fayette 2004,269904,24,18,8.892050507,1.041666667,0.72,25,13,,,,1
Lexington-Fayette,Kentucky,2005,Lexington-Fayette 2005,272377,15,24,5.507072917,0.933333333,1.04,14,25,,,,1
Lexington-Fayette,Kentucky,2006,Lexington-Fayette 2006,275540,9,15,3.266313421,1.333333333,0.93,12,14,,,,1
