City,State,Year,cy,annual_pop,hom,lh,hom_rate,clr_r,clr_lag,clr,clr_lp,unemp,bl,so,south
New York,New York,1990,New York 1990,7322564,2245,,30.65866,0.618262806,,1388,,6.9,,26790,0
New York,New York,1991,New York 1991,,2154,2245,29.14266185,0.597028784,0.62,1286,1388,8.7,,,0
New York,New York,1992,New York 1992,,1995,2154,26.74302885,0.59197995,0.60,1181,1286,11.1,,,0
New York,New York,1993,New York 1993,,1946,1995,25.84827092,0.62024666,0.59,1207,1181,10.4,,28289,0
New York,New York,1994,New York 1994,,1561,1946,20.54701119,0.63933376,0.62,998,1207,8.8,,,0
New York,New York,1995,New York 1995,,1177,1561,15.35376136,0.292268479,0.64,344,998,8.2,,,0
New York,New York,1996,New York 1996,,983,1177,12.70923039,0.644964395,0.29,634,344,8.8,,,0
New York,New York,1997,New York 1997,,770,983,9.867749095,0.877922078,0.64,676,634,9.4,,38328,0
New York,New York,1998,New York 1998,,633,770,8.041301548,0.865718799,0.88,548,676,7.9,,,0
New York,New York,1999,New York 1999,,664,633,8.362170648,0.831325301,0.87,552,548,6.8,,39099,0
New York,New York,2000,New York 2000,8009185,673,664,8.402852475,0.787518574,0.83,530,552,5.8,26.6,40435,0
New York,New York,2001,New York 2001,8017608,660,673,8.231881629,0.656060606,0.79,433,530,5.9,,,0
New York,New York,2002,New York 2002,8059813,587,660,7.283047386,0.279386712,0.66,164,433,8,,,0
New York,New York,2003,New York 2003,8072000,597,587,7.395936571,,0.28,,164,8.3,,35973,0
New York,New York,2004,New York 2004,8068073,570,597,7.064884019,,0.00,,,7.1,,,0
New York,New York,2005,New York 2005,8043366,539,570,6.701174608,,0.00,,,5.8,,,0
New York,New York,2006,New York 2006,8013368,596,539,7.437571817,,0.00,,,5,,,0
New York,New York,2007,New York 2007,7993906,496,596,6.20472645,,0.00,,,5,,35216,0
New York,New York,2008,New York 2008,8013775,523,496,6.526262592,,0.00,,,5.6,,,0
New York,New York,2009,New York 2009,8068195,471,523,5.837736941,,0.00,,,9.3,,,0
New York,New York,2010,New York 2010,8190355,536,471,6.544282879,,0.00,,,9.5,25.5,,0
New York,New York,2011,New York 2011,8272963,515,536,6.225097344,,0.00,,,9.1,,,0
New York,New York,2012,New York 2012,8348032,419,515,5.019147028,,0.00,,,9.3,,,0
New York,New York,2013,New York 2013,8398739,335,419,3.988694017,0.731343284,0.00,245,,8.8,,34454,0
New York,New York,2014,New York 2014,8437387,333,335,3.946719523,0.711711712,0.73,237,245,7.3,,,0
New York,New York,2015,New York 2015,8468181,352,333,4.156736848,0.676136364,0.71,238,237,5.7,,,0
New York,New York,2016,New York 2016,8475976,335,352,3.952347199,0.692537313,0.68,232,238,5.2,,,0
Los Angeles,California,1990,Los Angeles 1990,3485398,1198,,34.37197129,0.626043406,0.69,750,,6.7,,8414,0
Los Angeles,California,1991,Los Angeles 1991,,1253,1198,35.73583885,0.659217877,0.63,826,750,9,,,0
Los Angeles,California,1992,Los Angeles 1992,,1322,1253,37.48047301,0.542360061,0.66,717,826,11.2,,,0
Los Angeles,California,1993,Los Angeles 1993,,1305,1322,36.7807047,0.550191571,0.54,718,717,11.2,,7974,0
Los Angeles,California,1994,Los Angeles 1994,,1054,1305,29.53256175,0.54743833,0.55,577,718,10.5,,,0
Los Angeles,California,1995,Los Angeles 1995,,1076,1054,29.97358091,0.502788104,0.55,541,577,9.1,,,0
Los Angeles,California,1996,Los Angeles 1996,,876,1076,24.26112952,0.543378995,0.50,476,541,9.2,,,0
Los Angeles,California,1997,Los Angeles 1997,,722,876,19.88104417,0.556786704,0.54,402,476,7.8,,9650,0
Los Angeles,California,1998,Los Angeles 1998,,557,722,15.24988734,0.581687612,0.56,324,402,7.5,,,0
Los Angeles,California,1999,Los Angeles 1999,,542,557,14.75483561,0.5,0.58,271,324,6.7,,9888,0
Los Angeles,California,2000,Los Angeles 2000,3694257,661,542,17.89263714,0.34795764,0.50,230,271,6,11.2,9341,0
Los Angeles,California,2001,Los Angeles 2001,3701062,696,661,18.80541315,0.357758621,0.35,249,230,6.3,,,0
Los Angeles,California,2002,Los Angeles 2002,3733328,789,696,21.13395876,0.520912548,0.36,411,249,7.5,,,0
Los Angeles,California,2003,Los Angeles 2003,3762432,659,789,17.51526672,0.512898331,0.52,338,411,7.7,,9307,0
Los Angeles,California,2004,Los Angeles 2004,3784279,688,659,18.18047771,0.501453488,0.51,345,338,7.2,,,0
Los Angeles,California,2005,Los Angeles 2005,3792650,657,688,17.32297997,0.467275495,0.50,307,345,6,,,0
Los Angeles,California,2006,Los Angeles 2006,3788197,615,657,16.23463616,0.510569106,0.47,314,307,5.3,,,0
Los Angeles,California,2007,Los Angeles 2007,3767960,522,615,13.85365025,0.526819923,0.51,275,314,5.7,,9504,0
Los Angeles,California,2008,Los Angeles 2008,3751872,519,522,13.83309452,0.526011561,0.53,273,275,8.4,,,0
Los Angeles,California,2009,Los Angeles 2009,3763566,414,519,11.00020566,0.514492754,0.53,213,273,12.8,,,0
Los Angeles,California,2010,Los Angeles 2010,3795370,379,414,9.985851182,0.406332454,0.51,154,213,13.2,9.6,,0
Los Angeles,California,2011,Los Angeles 2011,3821136,385,379,10.07553775,0.384415584,0.41,148,154,12.9,,,0
Los Angeles,California,2012,Los Angeles 2012,3852532,374,385,9.707901193,0.561497326,0.38,210,148,11.5,,,0
Los Angeles,California,2013,Los Angeles 2013,3883916,323,374,8.316348757,0.919504644,0.56,297,210,10.3,,9920,0
Los Angeles,California,2014,Los Angeles 2014,3913260,331,323,8.458420856,0.628398792,0.92,208,297,8.7,,,0
Los Angeles,California,2015,Los Angeles 2015,3943215,380,331,9.636806514,0.584210526,0.63,222,208,7,,,0
Los Angeles,California,2016,Los Angeles 2016,3969262,387,380,9.749923285,0.643410853,0.58,249,222,5.3,,,0
Chicago,Illinois,1990,Chicago 1990,2783726,851,,30.57053747,0.340775558,0.64,290,,8.8,,12237,0
Chicago,Illinois,1991,Chicago 1991,,925,851,33.09540421,,0.34,,290,9.8,,,0
Chicago,Illinois,1992,Chicago 1992,,939,925,33.46193073,0.19914803,0.00,187,,10.5,,,0
Chicago,Illinois,1993,Chicago 1993,,845,939,29.99221267,0.433136095,0.20,366,187,10.2,,12598,0
Chicago,Illinois,1994,Chicago 1994,,928,845,32.80749425,,0.43,,366,7.9,,,0
Chicago,Illinois,1995,Chicago 1995,,824,928,29.01565789,,0.00,,,7.1,,,0
Chicago,Illinois,1996,Chicago 1996,,789,824,27.67382071,,0.00,,,7.3,,,0
Chicago,Illinois,1997,Chicago 1997,,757,789,26.44731813,,0.00,,,6.8,,13543,0
Chicago,Illinois,1998,Chicago 1998,,703,757,24.46478498,,0.00,,,6.2,,,0
Chicago,Illinois,1999,Chicago 1999,,642,703,22.25502315,,0.00,,,6,,13346,0
Chicago,Illinois,2000,Chicago 2000,2895966,631,642,21.78892984,,0.00,,,5.5,36.8,13466,0
Chicago,Illinois,2001,Chicago 2001,2891582,666,631,23.03237467,,0.00,,,6.8,,,0
Chicago,Illinois,2002,Chicago 2002,2874477,648,666,22.54323134,,0.00,,,8.6,,,0
Chicago,Illinois,2003,Chicago 2003,2847266,598,648,21.0026039,,0.00,,,8.2,,13469,0
Chicago,Illinois,2004,Chicago 2004,2819117,448,598,15.89150078,,0.00,,,7.6,,,0
Chicago,Illinois,2005,Chicago 2005,2786291,448,448,16.07872257,,0.00,,,7.1,,,0
Chicago,Illinois,2006,Chicago 2006,2752523,468,448,17.00258272,,0.00,,,5.4,,,0
Chicago,Illinois,2007,Chicago 2007,2720181,443,468,16.28568099,,0.00,,,5.8,,13336,0
Chicago,Illinois,2008,Chicago 2008,2703991,510,443,18.86100952,,0.00,,,7,,,0
Chicago,Illinois,2009,Chicago 2009,2697359,458,510,16.9795715,,0.00,,,11.1,,,0
Chicago,Illinois,2010,Chicago 2010,2697529,432,458,16.01465638,,0.00,,,11.2,32.9,,0
Chicago,Illinois,2011,Chicago 2011,2708209,431,432,15.91457676,,0.00,,,10.8,,,0
Chicago,Illinois,2012,Chicago 2012,2719735,500,431,18.38414404,,0.00,,,10,,,0
Chicago,Illinois,2013,Chicago 2013,2726772,416,500,15.25613436,,0.00,,,10,,12042,0
Chicago,Illinois,2014,Chicago 2014,2728524,415,416,15.20968846,,0.00,,,7.8,,,0
Chicago,Illinois,2015,Chicago 2015,2726215,481,415,17.64350941,,0.00,,,6.6,,,0
Chicago,Illinois,2016,Chicago 2016,2718946,765,481,28.13590266,,0.00,,,6.4,,,0
Houston,Texas,1990,Houston 1990,1630553,568,,34.83480758,0.603873239,0.00,343,,6.1,,4201,0
Houston,Texas,1991,Houston 1991,,608,568,36.51952143,0.664473684,0.60,404,343,6.9,,,0
Houston,Texas,1992,Houston 1992,,465,608,27.36625405,0.666666667,0.66,310,404,8.6,,,0
Houston,Texas,1993,Houston 1993,,446,465,25.72854767,0.64573991,0.67,288,310,8.9,,4627,0
Houston,Texas,1994,Houston 1994,,375,446,21.21289088,0.650666667,0.65,244,288,8,,,0
Houston,Texas,1995,Houston 1995,,316,375,17.53506875,0.661392405,0.65,209,244,7.1,,,0
Houston,Texas,1996,Houston 1996,,261,316,14.21248924,0.685823755,0.66,179,209,6.5,,,0
Houston,Texas,1997,Houston 1997,,254,261,13.57763816,0.653543307,0.69,166,179,6.1,,5803,0
Houston,Texas,1998,Houston 1998,,254,254,13.33310237,0.700787402,0.65,178,166,5.1,,,0
Houston,Texas,1999,Houston 1999,,241,254,12.4268889,0.663900415,0.70,160,178,5.6,,5854,0
Houston,Texas,2000,Houston 2000,1973648,230,241,11.65354714,0.656521739,0.66,151,160,5,25.3,5343,0
Houston,Texas,2001,Houston 2001,1974324,267,230,13.52361618,0.662921348,0.66,177,151,5.4,,,0
Houston,Texas,2002,Houston 2002,1979589,256,267,12.93197729,0.72265625,0.66,185,177,7.1,,,0
Houston,Texas,2003,Houston 2003,1990408,278,256,13.96698566,0.571942446,0.72,159,185,7.9,,5350,0
Houston,Texas,2004,Houston 2004,1992464,272,278,13.65143862,0.595588235,0.57,162,159,7.2,,,0
Houston,Texas,2005,Houston 2005,1991817,334,272,16.76860876,0.589820359,0.60,197,162,5.9,,,0
Houston,Texas,2006,Houston 2006,1995773,377,334,18.88992385,0.700265252,0.59,264,197,5.2,,,0
Houston,Texas,2007,Houston 2007,2038721,351,377,17.21667653,0.774928775,0.70,272,264,4.2,,4892,0
Houston,Texas,2008,Houston 2008,2044612,294,351,14.37925631,0.891156463,0.77,262,272,4.6,,,0
Houston,Texas,2009,Houston 2009,2060477,287,294,13.92881357,0.703832753,0.89,202,262,7.3,,,0
Houston,Texas,2010,Houston 2010,2098446,269,287,12.81900988,0.869888476,0.70,234,202,8,23.7,,0
Houston,Texas,2011,Houston 2011,2124143,198,269,9.321406327,0.898989899,0.87,178,234,7.6,,,0
Houston,Texas,2012,Houston 2012,2160086,217,198,10.04589632,0.700460829,0.90,152,178,6.4,,,0
Houston,Texas,2013,Houston 2013,2198280,214,217,9.734883636,0.757009346,0.70,162,152,5.9,,5295,0
Houston,Texas,2014,Houston 2014,2240982,242,214,10.7988373,0.70661157,0.76,171,162,4.8,,,0
Houston,Texas,2015,Houston 2015,2286630,303,242,13.25094134,0.627062706,0.71,190,171,4.3,,,0
Houston,Texas,2016,Houston 2016,2309752,301,303,13.0317021,0.558139535,0.63,168,190,5,,,0
Philadelphia,Pennsylvania,1990,Philadelphia 1990,1585577,503,,31.72346723,0.75944334,0.56,382,,6.3,,6523,0
Philadelphia,Pennsylvania,1991,Philadelphia 1991,,440,503,27.86970911,0.8,0.76,352,382,8.9,,,0
Philadelphia,Pennsylvania,1992,Philadelphia 1992,,425,440,27.03608777,0.8,0.80,340,352,9.4,,,0
Philadelphia,Pennsylvania,1993,Philadelphia 1993,,439,425,28.04805354,0.715261959,0.80,314,340,9.3,,6422,0
Philadelphia,Pennsylvania,1994,Philadelphia 1994,,404,439,25.92454034,0.668316832,0.72,270,314,8.1,,,0
Philadelphia,Pennsylvania,1995,Philadelphia 1995,,432,404,27.84281955,0.655092593,0.67,283,270,7.7,,,0
Philadelphia,Pennsylvania,1996,Philadelphia 1996,,420,432,27.1886015,0.692857143,0.66,291,283,7.2,,,0
Philadelphia,Pennsylvania,1997,Philadelphia 1997,,418,420,27.17880729,0.655502392,0.69,274,291,6.8,,6784,0
Philadelphia,Pennsylvania,1998,Philadelphia 1998,,338,418,22.07475243,0.74556213,0.66,252,274,6.2,,,0
Philadelphia,Pennsylvania,1999,Philadelphia 1999,,292,338,19.15559261,0.756849315,0.75,221,252,6.1,,7013,0
Philadelphia,Pennsylvania,2000,Philadelphia 2000,1517562,319,292,21.02055797,0.70846395,0.76,226,221,5.5,43.2,7024,0
Philadelphia,Pennsylvania,2001,Philadelphia 2001,1514563,309,319,20.40192452,0.699029126,0.71,216,226,6.1,,,0
Philadelphia,Pennsylvania,2002,Philadelphia 2002,1505455,288,309,19.13042901,0.802083333,0.70,231,216,7.4,,,0
Philadelphia,Pennsylvania,2003,Philadelphia 2003,1498493,348,288,23.22333171,0.652298851,0.80,227,231,7.5,,6853,0
Philadelphia,Pennsylvania,2004,Philadelphia 2004,1493802,330,348,22.09128117,0.651515152,0.65,215,227,7.3,,,0
Philadelphia,Pennsylvania,2005,Philadelphia 2005,1492882,377,330,25.25316803,0.625994695,0.65,236,215,6.7,,,0
Philadelphia,Pennsylvania,2006,Philadelphia 2006,1490861,407,377,27.29966107,0.555282555,0.63,226,236,6.2,,,0
Philadelphia,Pennsylvania,2007,Philadelphia 2007,1488710,392,407,26.33152192,0.584183673,0.56,229,226,6.1,,6778,0
Philadelphia,Pennsylvania,2008,Philadelphia 2008,1493309,331,392,22.16553975,0.749244713,0.58,248,229,7.1,,,0
Philadelphia,Pennsylvania,2009,Philadelphia 2009,1499731,302,331,20.13694456,0.754966887,0.75,228,248,9.7,,,0
Philadelphia,Pennsylvania,2010,Philadelphia 2010,1528293,306,302,20.02233865,0.699346405,0.75,214,228,10.6,43.4,,0
Philadelphia,Pennsylvania,2011,Philadelphia 2011,1540322,324,306,21.0345629,0.601851852,0.70,195,214,10.7,,,0
Philadelphia,Pennsylvania,2012,Philadelphia 2012,1551797,331,324,21.33010954,0.697885196,0.60,231,195,10.9,,,0
Philadelphia,Pennsylvania,2013,Philadelphia 2013,1558371,247,331,15.84988427,0.704453441,0.70,174,231,10.3,,6515,0
Philadelphia,Pennsylvania,2014,Philadelphia 2014,1565604,248,247,15.84053183,0.592741935,0.70,147,174,8.1,,,0
Philadelphia,Pennsylvania,2015,Philadelphia 2015,1571258,280,248,17.82011611,0.575,0.59,161,147,7.1,,,0
Philadelphia,Pennsylvania,2016,Philadelphia 2016,1576390,273,280,17.31804947,0.454212454,0.58,124,161,6.8,,,0
Phoenix,Arizona,1990,Phoenix 1990,983403,128,,13.016027,0.75,0.45,96,,4.8,,2018,0
Phoenix,Arizona,1991,Phoenix 1991,,128,128,12.58142294,0.7734375,0.75,99,96,5.7,,,0
Phoenix,Arizona,1992,Phoenix 1992,,136,128,12.9358354,0.669117647,0.77,91,99,7.1,,,0
Phoenix,Arizona,1993,Phoenix 1993,,158,136,14.5580123,0.702531646,0.67,111,91,5.6,,2043,0
Phoenix,Arizona,1994,Phoenix 1994,,231,158,20.63821214,0.593073593,0.70,137,111,5,,,0
Phoenix,Arizona,1995,Phoenix 1995,,214,231,18.55620579,0.528037383,0.59,113,137,4,,,0
Phoenix,Arizona,1996,Phoenix 1996,,186,214,15.66681238,0.564516129,0.53,105,113,4.1,,,0
Phoenix,Arizona,1997,Phoenix 1997,,175,186,14.33024919,0.48,0.56,84,105,3.2,,2590,0
Phoenix,Arizona,1998,Phoenix 1998,,185,175,14.73912153,0.389189189,0.48,72,84,3.1,,,0
Phoenix,Arizona,1999,Phoenix 1999,,214,185,16.60030424,0.485981308,0.39,104,72,3.3,,2625,0
Phoenix,Arizona,2000,Phoenix 2000,1323107,152,214,11.48811094,0.526315789,0.49,80,104,3.8,5.1,2626,0
Phoenix,Arizona,2001,Phoenix 2001,1326682,209,152,15.75358677,0.444976077,0.53,93,80,5,,,0
Phoenix,Arizona,2002,Phoenix 2002,1342908,177,209,13.18035189,0.457627119,0.44,81,93,6.6,,,0
Phoenix,Arizona,2003,Phoenix 2003,1357196,241,177,17.7571994,0.410788382,0.46,99,81,6.1,,2763,0
Phoenix,Arizona,2004,Phoenix 2004,1368806,202,241,14.7573871,0.336633663,0.41,68,99,5.3,,,0
Phoenix,Arizona,2005,Phoenix 2005,1386945,220,202,15.86220074,0.409090909,0.34,90,68,4.8,,,0
Phoenix,Arizona,2006,Phoenix 2006,1417720,235,220,16.57591062,0.395744681,0.41,93,90,4.2,,,0
Phoenix,Arizona,2007,Phoenix 2007,1441241,212,235,14.70954545,0.471698113,0.40,100,93,3.9,,3231,0
Phoenix,Arizona,2008,Phoenix 2008,1450901,167,212,11.51008925,0.508982036,0.47,85,100,6.3,,,0
Phoenix,Arizona,2009,Phoenix 2009,1456729,122,167,8.374927663,0.631147541,0.51,77,85,10.7,,,0
Phoenix,Arizona,2010,Phoenix 2010,1449295,116,122,8.003891547,0.724137931,0.63,84,77,10.5,6.5,,0
Phoenix,Arizona,2011,Phoenix 2011,1470052,116,116,7.89087733,0.715517241,0.72,83,84,9.1,,,0
Phoenix,Arizona,2012,Phoenix 2012,1499839,123,116,8.200880228,0.853658537,0.72,105,83,7.8,,,0
Phoenix,Arizona,2013,Phoenix 2013,1527336,118,123,7.725870404,0.93220339,0.85,110,105,6.9,,2952,0
Phoenix,Arizona,2014,Phoenix 2014,1556552,114,118,7.32387996,0.692982456,0.93,79,110,6.1,,,0
Phoenix,Arizona,2015,Phoenix 2015,1584927,112,114,7.06657152,0.6875,0.69,77,79,5.4,,,0
Phoenix,Arizona,2016,Phoenix 2016,1613581,146,112,9.048197766,0.465753425,0.69,68,77,4.8,,,0
San Antonio,Texas,1990,San Antonio 1990,935933,208,,22.22381303,0.538461538,0.47,112,,7.9,,1614,0
San Antonio,Texas,1991,San Antonio 1991,,208,208,21.72389555,0.533653846,0.54,111,112,7.4,,,0
San Antonio,Texas,1992,San Antonio 1992,,219,208,22.36955942,0.447488584,0.53,98,111,6.9,,,0
San Antonio,Texas,1993,San Antonio 1993,,220,219,21.98797258,0.454545455,0.45,100,98,6,,1641,0
San Antonio,Texas,1994,San Antonio 1994,,194,220,18.98080884,0.788659794,0.45,153,100,5.2,,,0
San Antonio,Texas,1995,San Antonio 1995,,142,194,13.60644601,0.563380282,0.79,80,153,5,,,0
San Antonio,Texas,1996,San Antonio 1996,,117,142,10.98425496,0.547008547,0.56,64,80,4.9,,,0
San Antonio,Texas,1997,San Antonio 1997,,95,117,8.742071172,0.642105263,0.55,61,64,4.5,,1898,0
San Antonio,Texas,1998,San Antonio 1998,,89,95,8.030773201,1.02247191,0.64,91,61,4.2,,,0
San Antonio,Texas,1999,San Antonio 1999,,96,89,8.497267155,0.677083333,1.02,65,91,3.6,,1986,0
San Antonio,Texas,2000,San Antonio 2000,1151314,85,96,7.382868618,0.482352941,0.68,41,65,4.2,6.8,1882,0
San Antonio,Texas,2001,San Antonio 2001,1153843,100,85,8.666690356,0.97,0.48,97,41,4.9,,,0
San Antonio,Texas,2002,San Antonio 2002,1161680,100,100,8.608222574,0.74,0.97,74,97,6.1,,,0
San Antonio,Texas,2003,San Antonio 2003,1175718,85,100,7.229624791,0.670588235,0.74,57,74,6.6,,2056,0
San Antonio,Texas,2004,San Antonio 2004,1185891,94,85,7.926529504,0.776595745,0.67,73,57,6,,,0
San Antonio,Texas,2005,San Antonio 2005,1202840,86,94,7.149745602,0.697674419,0.78,60,73,5,,,0
San Antonio,Texas,2006,San Antonio 2006,1217575,119,86,9.773525245,0.403361345,0.70,48,60,4.5,,,0
San Antonio,Texas,2007,San Antonio 2007,1245274,122,119,9.797040651,0.754098361,0.40,92,48,3.9,,1795,0
San Antonio,Texas,2008,San Antonio 2008,1270187,116,122,9.132513559,0.784482759,0.75,91,92,4.4,,,0
San Antonio,Texas,2009,San Antonio 2009,1291232,99,116,7.667096231,0.868686869,0.78,86,91,6.4,,,0
San Antonio,Texas,2010,San Antonio 2010,1332883,79,99,5.927001845,0.911392405,0.87,72,86,7,6.9,,0
San Antonio,Texas,2011,San Antonio 2011,1357536,89,79,6.555995568,0.797752809,0.91,71,72,7,,,0
San Antonio,Texas,2012,San Antonio 2012,1383608,89,89,6.432457748,0.696629213,0.80,62,71,6.2,,,0
San Antonio,Texas,2013,San Antonio 2013,1408787,72,89,5.110779699,0.75,0.70,54,62,5.7,,2278,0
San Antonio,Texas,2014,San Antonio 2014,1435839,103,72,7.173506222,0.766990291,0.75,79,54,4.5,,,0
San Antonio,Texas,2015,San Antonio 2015,1464531,94,103,6.418437029,0.861702128,0.77,81,79,3.7,,,0
San Antonio,Texas,2016,San Antonio 2016,1488512,149,94,10.00999656,0.66442953,0.86,99,81,3.7,,,0
San Diego,California,1990,San Diego 1990,1110549,135,,12.1561498,0.466666667,0.66,63,,4.7,,1821,0
San Diego,California,1991,San Diego 1991,,167,135,14.88697488,0.550898204,0.47,92,63,6.4,,,0
San Diego,California,1992,San Diego 1992,,146,167,12.8858814,0.643835616,0.55,94,92,7.3,,,0
San Diego,California,1993,San Diego 1993,,133,146,11.62323248,0.458646617,0.64,61,94,7.9,,1914,0
San Diego,California,1994,San Diego 1994,,113,133,9.779341703,0.557522124,0.46,63,61,7.2,,,0
San Diego,California,1995,San Diego 1995,,91,113,7.799549855,0.604395604,0.56,55,63,6.4,,,0
San Diego,California,1996,San Diego 1996,,79,91,6.706446933,0.759493671,0.60,60,55,5.4,,,0
San Diego,California,1997,San Diego 1997,,67,79,5.634001789,0.895522388,0.76,60,60,4.4,,2008,0
San Diego,California,1998,San Diego 1998,,42,67,3.498702564,0.571428571,0.90,24,60,3.6,,,0
San Diego,California,1999,San Diego 1999,,57,42,4.704204569,0.298245614,0.57,17,24,3.2,,2053,0
San Diego,California,2000,San Diego 2000,1222920,54,57,4.415660877,0.537037037,0.30,29,17,3.9,7.9,2022,0
San Diego,California,2001,San Diego 2001,1227854,50,54,4.072145385,0.76,0.54,38,29,4.2,,,0
San Diego,California,2002,San Diego 2002,1242230,47,50,3.78351835,0.787234043,0.76,37,38,5.1,,,0
San Diego,California,2003,San Diego 2003,1251808,65,47,5.192489583,0.584615385,0.79,38,37,5.2,,2103,0
San Diego,California,2004,San Diego 2004,1254603,62,65,4.941802307,0.919354839,0.58,57,38,4.7,,,0
San Diego,California,2005,San Diego 2005,1256969,51,62,4.057379299,0.882352941,0.92,45,57,4.3,,,0
San Diego,California,2006,San Diego 2006,1257278,68,51,5.408509494,0.558823529,0.88,38,45,4,,,0
San Diego,California,2007,San Diego 2007,1257625,59,68,4.691382566,0.644067797,0.56,38,38,4.6,,1922,0
San Diego,California,2008,San Diego 2008,1266198,55,59,4.343712437,0.945454545,0.64,52,38,6,,,0
San Diego,California,2009,San Diego 2009,1282692,41,55,3.196402566,1.170731707,0.95,48,52,9.4,,,0
San Diego,California,2010,San Diego 2010,1305970,29,41,2.220571682,1.344827586,1.17,39,48,10.3,6.7,,0
San Diego,California,2011,San Diego 2011,1319697,38,29,2.879448843,1,1.34,38,39,9.8,,,0
San Diego,California,2012,San Diego 2012,1337149,47,38,3.514941117,0.744680851,1.00,35,38,8.7,,,0
San Diego,California,2013,San Diego 2013,1355951,39,47,2.876210129,0.564102564,0.74,22,35,7.5,,1831,0
San Diego,California,2014,San Diego 2014,1376725,32,39,2.324356716,0.75,0.56,24,22,6.1,,,0
San Diego,California,2015,San Diego 2015,1388674,37,32,2.664412238,1.162162162,0.75,43,24,4.9,,,0
San Diego,California,2016,San Diego 2016,1403865,50,37,3.561596022,0.72,1.16,36,43,4.6,,,0
Dallas,Texas,1990,Dallas 1990,1006877,447,,44.39469766,0.700223714,0.72,313,,6.3,,2787,0
Dallas,Texas,1991,Dallas 1991,,500,447,48.78220113,0.7,0.70,350,313,7.6,,,0
Dallas,Texas,1992,Dallas 1992,,387,500,37.10269201,0.76744186,0.70,297,350,8.7,,,0
Dallas,Texas,1993,Dallas 1993,,317,387,29.87358854,0.782334385,0.77,248,297,7.7,,3029,0
Dallas,Texas,1994,Dallas 1994,,295,317,27.3344298,0.684745763,0.78,202,248,6.7,,,0
Dallas,Texas,1995,Dallas 1995,,276,295,25.15237234,0.75,0.68,207,202,6,,,0
Dallas,Texas,1996,Dallas 1996,,217,276,19.45492151,0.709677419,0.75,154,207,5.3,,,0
Dallas,Texas,1997,Dallas 1997,,209,217,18.43869267,0.736842105,0.71,154,154,4.8,,3051,0
Dallas,Texas,1998,Dallas 1998,,252,209,21.88311119,0.571428571,0.74,144,154,4.4,,,0
Dallas,Texas,1999,Dallas 1999,,191,252,16.32953166,0.670157068,0.57,128,144,4.1,,3058,0
Dallas,Texas,2000,Dallas 2000,1187742,231,191,19.44866815,0.567099567,0.67,131,128,4.6,25.9,2862,0
Dallas,Texas,2001,Dallas 2001,1188168,240,231,20.19916375,0.525,0.57,126,131,6.3,,,0
Dallas,Texas,2002,Dallas 2002,1196974,196,240,16.37462468,0.62244898,0.53,122,126,8.8,,,0
Dallas,Texas,2003,Dallas 2003,1190681,226,196,18.98073455,0.64159292,0.62,145,122,8.8,,2943,0
Dallas,Texas,2004,Dallas 2004,1181976,248,226,20.98181351,0.592741935,0.64,147,145,7.8,,,0
Dallas,Texas,2005,Dallas 2005,1174231,202,248,17.20274801,0.742574257,0.59,150,147,5.7,,,0
Dallas,Texas,2006,Dallas 2006,1171519,187,202,15.96218243,0.807486631,0.74,151,150,5.2,,,0
Dallas,Texas,2007,Dallas 2007,1177916,200,187,16.97913943,0.58,0.81,116,151,4.6,,3122,0
Dallas,Texas,2008,Dallas 2008,1179667,170,200,14.41084645,0.652941176,0.58,111,116,5.4,,,0
Dallas,Texas,2009,Dallas 2009,1183805,166,170,14.02257973,0.656626506,0.65,109,111,8.2,,,0
Dallas,Texas,2010,Dallas 2010,1200372,148,166,12.32951118,0.655405405,0.66,97,109,8.5,25,,0
Dallas,Texas,2011,Dallas 2011,1218320,133,148,10.91667214,0.646616541,0.66,86,97,8,,,0
Dallas,Texas,2012,Dallas 2012,1238780,154,133,12.43158592,0.577922078,0.65,89,86,7,,,0
Dallas,Texas,2013,Dallas 2013,1259239,143,154,11.35606505,0.601398601,0.58,86,89,6.4,,3478,0
Dallas,Texas,2014,Dallas 2014,1279679,116,143,9.064773275,0.577586207,0.60,67,86,5.3,,,0
Dallas,Texas,2015,Dallas 2015,1301794,136,116,10.44712143,0.595588235,0.58,81,67,4.1,,,0
Dallas,Texas,2016,Dallas 2016,1324477,171,136,12.91075647,0.497076023,0.60,85,81,4,,,0
San Jose,California,1990,San Jose 1990,782248,35,,4.47428437,0.6,0.50,21,,4.7,,1128,0
San Jose,California,1991,San Jose 1991,,53,35,6.671559143,0.547169811,0.60,29,21,6.7,,,0
San Jose,California,1992,San Jose 1992,,43,53,5.331111624,0.627906977,0.55,27,29,8,,,0
San Jose,California,1993,San Jose 1993,,41,43,5.007603007,0.926829268,0.63,38,27,8.1,,1251,0
San Jose,California,1994,San Jose 1994,,33,41,3.97148235,0.848484848,0.93,28,38,7.4,,,0
San Jose,California,1995,San Jose 1995,,38,33,4.50721332,0.815789474,0.85,31,28,5.8,,,0
San Jose,California,1996,San Jose 1996,,40,38,4.676929409,0.65,0.82,26,31,4.3,,,0
San Jose,California,1997,San Jose 1997,,43,40,4.957166622,0.534883721,0.65,23,26,3.6,,1366,0
San Jose,California,1998,San Jose 1998,,29,43,3.296953161,0.75862069,0.53,22,23,3.8,,,0
San Jose,California,1999,San Jose 1999,,25,29,2.80341658,0.88,0.76,22,22,3.6,,1365,0
